Country,Time,Year,Budget Deficit/Surplus,Capital Expenditure,Consumer Price Index (CPI),Defence Expenditure,Education Expenditure,Expenditure,Exports,Food Inflation ,Food Inflation YoY,GDP Growth Rate,GDP per Capita,GDP per Capita ,GDP per capita,Government Debt,Health Expenditure,Imports,Inflation Rate,Inflation Rate ,Interest Rate,Labour Force,Nominal GDP,Population,Real GDP,Revenue,Tax Revenue,Unemployment Rate,Value Added Tax (VAT)
South Africa,2007-03-01,2007.0,21878.0,,44.6,,,,,,,,,,,552064.0,,,,6.1,9.0,,,,,59220.0,,,
South Africa,2007-04-01,2007.0,-21257.0,,45.1,,,,,,,5.47,,,,553289.0,,,,7.0,9.0,,571947.54,,938671.17,25775.0,,24.0,
South Africa,2007-05-01,2007.0,-8949.0,,45.4,,,,,,,,,,,556610.0,,,,6.9,9.0,,,,,34814.0,,,
South Africa,2007-06-01,2007.0,20497.0,,45.8,,,,,,,,,,,559102.0,,,,7.0,9.5,,,,,61078.0,,,
South Africa,2007-07-01,2007.0,-13467.0,,46.2,,,,,,,4.97,,,,560226.0,,,,7.0,9.5,,599258.02,,959477.38,33272.0,,21.0,
South Africa,2007-08-01,2007.0,-5803.0,,46.4,,,,,,,,,,,568250.0,,,,6.7,10.0,,,,,41601.0,,,
South Africa,2007-09-01,2007.0,16161.0,,46.8,,,,,,,,,,,566146.0,,,,7.2,10.0,,,,,59383.0,,,
South Africa,2007-10-01,2007.0,-6306.0,,47.2,,,,,,,4.66,,,,564216.0,,,,7.9,10.5,,617938.62,,983486.92,38769.0,,21.0,
South Africa,2007-11-01,2007.0,-5171.0,,47.4,,,,,,,,,,,573171.0,,,,8.4,10.5,,,,,39530.0,,,
South Africa,2007-12-01,2007.0,25803.0,,47.8,,,,,,,,,,,570846.0,,,,9.0,11.0,,,,,69432.0,,,
South Africa,2008-01-01,2008.0,-1443.0,124795.87,48.6,27826.0,16612.0,,,,,3.51,,,,582862.0,12995.0,,,9.3,11.0,18808476.85,1615873.6400000001,49628000.0,2432931.5100000002,38451.0,572559.0,23.0,
South Africa,2008-02-01,2008.0,-14062.0,,48.8,,,,,,,,,,,572910.0,,,,9.8,11.0,,,,,46374.0,,,
South Africa,2008-03-01,2008.0,26242.0,,49.5,,,,,,,,,,,571876.0,,,,10.6,11.0,,,,,72265.0,,,
South Africa,2008-04-01,2008.0,-20000.0,,49.8,,,,,,,4.67,,,,573074.0,,,,11.1,11.5,18851204.27,645385.88,,982490.57,27078.0,,23.0,
South Africa,2008-05-01,2008.0,-12499.0,,50.2,,,,,,,,,,,579715.0,,,,11.7,11.5,,,,,38016.0,,,
South Africa,2008-06-01,2008.0,23858.0,,50.9,,,,,,,,,,,588064.0,,,,12.2,12.0,,,,,71186.0,,,
South Africa,2008-07-01,2008.0,-17552.0,,51.7,,,,,,,3.24,,,,584557.0,,,,13.4,12.0,18847838.39,674474.99,,990596.64,40708.0,,23.0,
South Africa,2008-08-01,2008.0,-4884.0,,52.0,,,,,,,,,,,591217.0,,,,13.7,12.0,,,,,48618.0,,,
South Africa,2008-09-01,2008.0,11087.0,,52.3,,,,,,,,,,,602318.0,,,,13.1,12.0,,,,,63255.0,,,
South Africa,2008-10-01,2008.0,-9134.0,,52.5,,,,,,,1.14,,,,621147.0,,,,12.1,12.0,18816586.05,671653.51,,994682.26,39543.0,,22.0,
South Africa,2008-11-01,2008.0,-13572.0,,52.5,,,,,,,,,,,625865.0,,,,11.8,12.0,,,,,40706.0,,,
South Africa,2008-12-01,2008.0,30260.0,,52.4,,,,,,,,,,,627962.0,,,,9.5,11.5,,,,,80339.0,,,
South Africa,2009-01-01,2009.0,-25523.0,181214.54,52.7,30694.0,20040.0,,,,,-1.32,,,,637208.0,15817.0,,,8.1,11.5,18981813.71,1730435.145,50337000.0,2397573.535,39544.0,627670.0,23.0,
South Africa,2009-02-01,2009.0,-6790.0,,53.2,,,,,,,,,,,620649.0,,,,8.6,10.5,,,,,52969.0,,,
South Africa,2009-03-01,2009.0,20847.0,,54.0,,,,,,,,,,,626985.0,,,,8.5,9.5,,,,,76480.0,,,
South Africa,2009-04-01,2009.0,-42649.0,,54.2,,,,,,,-2.58,,,,632055.0,,,,8.4,9.5,18697864.27,690134.36,,957117.42,24187.0,,23.0,
South Africa,2009-05-01,2009.0,-19244.0,,54.4,,,,,,,,,,,655887.0,,,,8.0,7.5,,,,,33604.0,,,
South Africa,2009-06-01,2009.0,1970.0,,54.6,,,,,,,,,,,670375.0,,,,6.9,7.5,,,,,66846.0,,,
South Africa,2009-07-01,2009.0,-30118.0,,55.1,,,,,,,-1.92,,,,684312.0,,,,6.7,7.5,18305891.65,716074.55,,971559.41,37794.0,,25.0,
South Africa,2009-08-01,2009.0,-8604.0,,55.3,,,,,,,,,,,687626.0,,,,6.4,7.0,,,,,45644.0,,,
South Africa,2009-09-01,2009.0,-10784.0,,55.4,,,,,,,,,,,713036.0,,,,6.1,7.0,,,,,58584.0,,,
South Africa,2009-10-01,2009.0,-23214.0,,55.4,,,,,,,-0.54,,,,732619.0,,,,5.9,7.0,18401679.88,721377.62,,989320.35,37372.0,,24.0,
South Africa,2009-11-01,2009.0,-22065.0,,55.4,,,,,,,,,,,745321.0,,,,5.8,7.0,,,,,39868.0,,,
South Africa,2009-12-01,2009.0,7214.0,,55.6,,,,,,,,,,,754292.0,,,,6.3,7.0,,,,,73751.0,,,
South Africa,2010-01-01,2010.0,-18234.0,177096.21,55.8,31895.0,21639.0,,,,,2.765,,,,767164.0,21001.0,,,6.2,7.0,18409669.98,1885527.6400000001,51096000.0,2467883.665,39672.0,598481.0,25.0,
South Africa,2010-02-01,2010.0,7681.0,,56.1,,,,,,,,,,,777796.0,,,,5.7,7.0,,,,,60772.0,,,
South Africa,2010-03-01,2010.0,-7495.0,,56.6,,,,,,,,,,,805127.0,,,,5.1,6.5,,,,,67912.0,,,
South Africa,2010-04-01,2010.0,-30373.0,,56.6,,,,,,,3.26,,,,819220.0,,,,4.8,6.5,18430605.6,764970.15,,988366.86,36711.0,,25.0,
South Africa,2010-05-01,2010.0,-20408.0,,56.7,,,,,,,,,,,842060.0,,,,4.6,6.5,,,,,39550.0,,,
South Africa,2010-06-01,2010.0,5954.0,,56.7,,,,,,,,,,,868057.0,,,,4.1,6.5,,,,,74292.0,,,
South Africa,2010-07-01,2010.0,-34634.0,,57.1,,,,,,,3.32,,,,881793.0,,,,3.7,6.5,18302553.21,777733.02,,1003787.53,43979.0,,25.0,
South Africa,2010-08-01,2010.0,-8472.0,,57.1,,,,,,,,,,,889906.0,,,,3.5,6.5,,,,,52869.0,,,
South Africa,2010-09-01,2010.0,-13984.0,,57.2,,,,,,,,,,,903979.0,,,,3.2,6.0,,,,,58503.0,,,
South Africa,2010-10-01,2010.0,-18541.0,,57.3,,,,,,,3.07,,,,922188.0,,,,3.4,6.0,18265997.76,797467.95,,1019681.48,41351.0,,24.0,
South Africa,2010-11-01,2010.0,-29744.0,,57.4,,,,,,,,,,,944815.0,,,,3.6,5.5,,,,,43750.0,,,
South Africa,2010-12-01,2010.0,8154.0,,57.5,,,,,,,,,,,952904.0,,,,3.5,5.5,,,,,82788.0,,,
South Africa,2011-01-01,2011.0,-13176.0,181027.65,57.8,30601.0,29834.0,,,,,3.27,,,,965714.0,24488.0,,,3.7,5.5,18500630.42,2055106.015,51889000.0,2547038.71,48713.0,673928.0,25.0,
South Africa,2011-02-01,2011.0,5669.0,,58.1,,,,,,,,,,,980210.0,,,,3.7,5.5,,,,,64738.0,,,
South Africa,2011-03-01,2011.0,10007.0,,58.8,,,,,,,,,,,996198.0,,,,4.1,5.5,,,,,84865.0,,,
South Africa,2011-04-01,2011.0,-37584.0,,59.0,,,,,,,3.13,,,,1006543.0,,,,4.2,5.5,18703460.69,826404.96,,1019292.25,37272.0,,26.0,
South Africa,2011-05-01,2011.0,-26700.0,,59.3,,,,,,,,,,,1025262.0,,,,4.6,5.5,,,,,41981.0,,,
South Africa,2011-06-01,2011.0,11793.0,,59.6,,,,,,,,,,,1044976.0,,,,5.0,5.5,,,,,82989.0,,,
South Africa,2011-07-01,2011.0,-48544.0,,60.1,,,,,,,3.0,,,,1068584.0,,,,5.3,5.5,18817616.16,848167.27,,1033942.71,41942.0,,25.0,
South Africa,2011-08-01,2011.0,-4332.0,,60.1,,,,,,,,,,,1078142.0,,,,5.3,5.5,,,,,62844.0,,,
South Africa,2011-09-01,2011.0,-13147.0,,60.5,,,,,,,,,,,1103950.0,,,,5.7,5.5,,,,,61747.0,,,
South Africa,2011-10-01,2011.0,-20536.0,,60.9,,,,,,,3.18,,,,1128403.0,,,,6.0,5.5,18803739.25,869309.77,,1052115.11,48689.0,,24.0,
South Africa,2011-11-01,2011.0,-32667.0,,60.9,,,,,,,,,,,1151119.0,,,,6.1,5.5,,,,,51423.0,,,
South Africa,2011-12-01,2011.0,29652.0,,61.1,,,,,,,,,,,1155884.0,,,,6.1,5.5,,,,,102756.0,,,
South Africa,2012-01-01,2012.0,-25569.0,202842.48,61.4,34659.0,42053.0,,,,,2.4050000000000002,,,,1173064.0,29339.0,,,6.3,5.5,19052836.2,2206832.43,52699000.0,2608164.46,50555.0,742576.0,25.0,
South Africa,2012-02-01,2012.0,8483.0,,61.7,,,,61697.0,,,,,,,1184810.0,,67424.0,,6.1,5.5,,,,,72466.0,,,
South Africa,2012-03-01,2012.0,7268.0,,62.4,,,,63508.0,,,,,,,1187790.0,,70180.0,,6.0,5.5,,,,,91385.0,,,
South Africa,2012-04-01,2012.0,-38714.0,,62.7,,,,61417.0,,,2.9,,,,1202492.0,,73622.0,,6.1,5.5,19050767.19,892323.66,,1048866.23,39045.0,,25.0,
South Africa,2012-05-01,2012.0,-16238.0,,62.7,,,,56701.0,,,,,,,1228232.0,,70497.0,,5.7,5.5,,,,,51884.0,,,
South Africa,2012-06-01,2012.0,17801.0,,63.0,,,,61697.0,,,,,,,1242119.0,,67424.0,,5.5,5.5,,,,,95927.0,,,
South Africa,2012-07-01,2012.0,-60543.0,,63.0,,,,63508.0,,,2.26,,,,1247612.0,,70180.0,,4.9,5.0,19462874.49,903428.42,,1057278.02,40372.0,,25.0,
South Africa,2012-08-01,2012.0,-9902.0,,63.3,,,,61417.0,,,,,,,1261215.0,,73622.0,,5.0,5.0,,,,,69329.0,,,
South Africa,2012-09-01,2012.0,-9951.0,,63.8,,,,56701.0,,,,,,,1273132.0,,70497.0,,5.5,5.0,,,,,72851.0,,,
South Africa,2012-10-01,2012.0,-26864.0,,64.2,,,,61112.0,,,2.03,,,,1298537.0,,82301.0,,5.6,5.0,19233344.08,923353.13,,1073431.66,47801.0,,25.0,
South Africa,2012-11-01,2012.0,-33454.0,,64.4,,,,66273.0,,,,,,,1323843.0,,74208.0,,5.6,5.0,,,,,54002.0,,,
South Africa,2012-12-01,2012.0,21705.0,,64.6,,,,59789.0,,,,,,,1334109.0,,62492.0,,5.7,5.0,,,,,102333.0,,,
South Africa,2013-01-01,2013.0,-30941.0,224793.04,64.8,38046.0,47607.0,,53277.0,,,2.255,,,,1349556.0,31966.0,77804.0,,5.4,5.0,19420327.46,2391586.64,53524000.0,2670632.255,47302.0,813671.0,25.0,199715.0
South Africa,2013-02-01,2013.0,10525.0,,65.4,,,,62316.0,,,,,,,1365098.0,,71836.0,,5.9,5.0,,,,,83617.0,,,
South Africa,2013-03-01,2013.0,1227.0,,66.2,,,,63497.0,,,,,,,1365674.0,,71764.0,,5.9,5.0,,,,,93959.0,,,
South Africa,2013-04-01,2013.0,-53857.0,,66.3,,,,66404.0,,,2.38,,,,1390276.0,,82312.0,,5.9,5.0,19663384.05,968387.66,,1073796.91,40017.0,,25.0,
South Africa,2013-05-01,2013.0,-11855.0,,66.2,,,,65974.0,,,,,,,1406975.0,,77505.0,,5.6,5.0,,,,,61292.0,,,
South Africa,2013-06-01,2013.0,18959.0,,66.4,,,,68239.0,,,,,,,1428181.0,,75926.0,,5.5,5.0,,,,,103379.0,,,
South Africa,2013-07-01,2013.0,-62047.0,,67.1,,,,76507.0,,,2.52,,,,1440146.0,,89887.0,,6.3,5.0,19916120.84,980870.51,,1083914.14,45895.0,,25.0,
South Africa,2013-08-01,2013.0,-7628.0,,67.3,,,,70758.0,,,,,,,1456461.0,,89856.0,,6.4,5.0,,,,,77486.0,,,
South Africa,2013-09-01,2013.0,-7529.0,,67.6,,,,66529.0,,,,,,,1486715.0,,85470.0,,6.0,5.0,,,,,79106.0,,,
South Africa,2013-10-01,2013.0,-32444.0,,67.8,,,,81696.0,,,3.0,,,,1507350.0,,94091.0,,5.5,5.0,20006863.07,1004828.97,,1105606.79,53206.0,,24.0,
South Africa,2013-11-01,2013.0,-26715.0,,67.9,,,,86601.0,,,,,,,1531487.0,,85835.0,,5.3,5.0,,,,,63663.0,,,
South Africa,2013-12-01,2013.0,32728.0,,68.0,,,,77587.0,,,,,,,1561221.0,,74807.0,,5.4,5.0,,,,,118235.0,,,
South Africa,2014-01-01,2014.0,-27964.0,252397.69,68.5,40279.0,52511.0,,77783.0,,,1.625,,,,1552675.0,35038.0,94716.0,,5.8,5.5,20121757.52,2562577.385,54369000.0,2710587.415,54738.0,899888.0,25.0,221290.15
South Africa,2014-02-01,2014.0,14400.0,,69.2,,,,82780.0,,,,,,,1562545.0,,82132.0,,5.9,5.5,,,,,93773.0,,,
South Africa,2014-03-01,2014.0,9323.0,,70.1,,,,79477.0,,,,,,,1584772.0,,91357.0,,6.0,5.5,,,,,102798.0,,,
South Africa,2014-04-01,2014.0,-60592.0,,70.5,,,,77909.0,,,1.35,,,,1601754.0,,90302.0,,6.1,5.5,20248158.74,1030616.7,,1088318.07,45309.0,,26.0,
South Africa,2014-05-01,2014.0,-10904.0,,70.7,,,,77384.0,,,,,,,1623323.0,,84826.0,,6.6,5.5,,,,,60969.0,,,
South Africa,2014-06-01,2014.0,19465.0,,70.9,,,,79971.0,,,,,,,1640119.0,,80441.0,,6.6,5.5,,,,,113425.0,,,
South Africa,2014-07-01,2014.0,-72157.0,,71.5,,,,85425.0,,,1.08,,,,1687242.0,,92249.0,,6.3,5.75,20267560.48,1046828.39,,1095635.95,47620.0,,25.0,
South Africa,2014-08-01,2014.0,-8937.0,,71.7,,,,76790.0,,,,,,,1705444.0,,93535.0,,6.4,5.75,,,,,83372.0,,,
South Africa,2014-09-01,2014.0,-5237.0,,71.7,,,,90630.0,,,,,,,1724949.0,,93676.0,,5.9,5.75,,,,,86145.0,,,
South Africa,2014-10-01,2014.0,-30275.0,,71.8,,,,88696.0,,,1.4,,,,1741596.0,,110322.0,,5.9,5.75,20228277.2,1065146.18,,1121107.37,57486.0,,24.0,
South Africa,2014-11-01,2014.0,-19718.0,,71.8,,,,84253.0,,,,,,,1761727.0,,89530.0,,5.8,5.75,,,,,73365.0,,,
South Africa,2014-12-01,2014.0,24766.0,,71.7,,,,87270.0,,,,,,,1788040.0,,80603.0,,5.3,5.75,,,,,125083.0,,,
South Africa,2015-01-01,2015.0,-34521.0,265181.82,71.6,42598.0,57643.0,,67063.0,,,1.88,,,,1788152.0,39045.0,91282.0,,4.4,5.75,20994119.45,2739471.0700000003,55204000.0,2752316.715,56021.0,986295.0,26.0,233488.52
South Africa,2015-02-01,2015.0,15701.0,,72.1,,,,76591.0,,,,,,,1792947.0,,85316.0,,3.9,5.75,,,,,105782.0,,,
South Africa,2015-03-01,2015.0,9338.0,,73.0,,,,90854.0,,,,,,,1798915.0,,90863.0,,4.0,5.75,,,,,104145.0,,,
South Africa,2015-04-01,2015.0,-54699.0,,73.7,,,,84993.0,,,1.02,,,,1802813.0,,86436.0,,4.5,5.75,20887141.95,1106056.47,,1099417.35,57494.0,,25.0,
South Africa,2015-05-01,2015.0,-16800.0,,73.8,,,,88829.0,,,,,,,1822899.0,,83885.0,,4.6,5.75,,,,,65639.0,,,
South Africa,2015-06-01,2015.0,26525.0,,74.2,,,,89948.0,,,,,,,1851538.0,,84469.0,,4.7,5.75,,,,,116928.0,,,
South Africa,2015-07-01,2015.0,-74688.0,,74.8,,,,93084.0,,,1.09,,,,1882973.0,,94198.0,,5.0,6.0,21246444.06,1115422.58,,1107571.86,70233.0,,26.0,
South Africa,2015-08-01,2015.0,-10777.0,,74.9,,,,87632.0,,,,,,,1911235.0,,97579.0,,4.6,6.0,,,,,90618.0,,,
South Africa,2015-09-01,2015.0,-4177.0,,74.9,,,,91845.0,,,,,,,1932517.0,,93106.0,,4.6,6.0,,,,,90946.0,,,
South Africa,2015-10-01,2015.0,-34497.0,,75.1,,,,85794.0,,,0.79,,,,1952487.0,,107395.0,,4.7,6.0,21210934.23,1141163.87,,1129962.4,66327.0,,25.0,
South Africa,2015-11-01,2015.0,-22132.0,,75.2,,,,93573.0,,,,,,,1974505.0,,92890.0,,4.8,6.25,,,,,75971.0,,,
South Africa,2015-12-01,2015.0,39262.0,,75.4,,,,88076.0,,,,,,,1997998.0,,80518.0,,5.2,6.25,,,,,141805.0,,,
South Africa,2016-01-01,2016.0,-29264.0,283274.15,76.0,44896.0,63829.0,,69665.0,,,0.335,,,,2019267.0,42452.0,89168.0,,6.2,6.75,21397775.97,2947912.485,56020000.0,2767055.8,68229.0,1069983.0,27.0,254811.0
South Africa,2016-02-01,2016.0,16905.0,,77.1,,,,86060.0,,,,,,,2017242.0,,91436.0,,7.0,6.75,,,,,117904.0,,,
South Africa,2016-03-01,2016.0,1173.0,,77.7,,,,91702.0,,,,,,,2018969.0,,92399.0,,6.3,7.0,,,,,119323.0,,,
South Africa,2016-04-01,2016.0,-47341.0,,78.5,,,,88175.0,,,1.28,,,,2036712.0,,92144.0,,6.2,7.0,21179008.83,1200075.53,,1113437.04,67265.0,,27.0,
South Africa,2016-05-01,2016.0,-20096.0,,78.6,,,,99139.0,,,,,,,2086760.0,,86163.0,,6.1,7.0,,,,,74421.0,,,
South Africa,2016-06-01,2016.0,24256.0,,79.0,,,,100880.0,,,,,,,2099009.0,,92657.0,,6.3,7.0,,,,,122542.0,,,
South Africa,2016-07-01,2016.0,-83634.0,,79.7,,,,90599.0,,,0.9,,,,2115766.0,,90244.0,,6.0,7.0,21706072.88,1204502.58,,1117489.12,63958.0,,27.0,
South Africa,2016-08-01,2016.0,-1049.0,,79.6,,,,89711.0,,,,,,,2145982.0,,98655.0,,5.9,7.0,,,,,100130.0,,,
South Africa,2016-09-01,2016.0,-14594.0,,79.7,,,,99438.0,,,,,,,2155638.0,,92201.0,,6.1,7.0,,,,,97495.0,,,
South Africa,2016-10-01,2016.0,-38060.0,,80.1,,,,88423.0,,,0.47,,,,2207708.0,,92058.0,,6.4,7.0,21849408.01,1218706.01,,1135304.24,72382.0,,27.0,
South Africa,2016-11-01,2016.0,-32785.0,,80.4,,,,99057.0,,,,,,,2238861.0,,100741.0,,6.6,7.0,,,,,77468.0,,,
South Africa,2016-12-01,2016.0,44018.0,,80.7,,,,93674.0,,,,,,,2243371.0,,81269.0,,6.8,7.0,,,,,144854.0,,,
South Africa,2017-01-01,2017.0,-32861.0,271943.7,81.2,46900.0,71699.0,,80213.0,,,0.9099999999999999,,,,2229662.0,44856.0,91412.0,,6.6,7.0,22426362.51,3143052.84,56840000.0,2796407.545,65963.0,1144081.0,28.0,268477.33
South Africa,2017-02-01,2017.0,12275.0,,82.1,,,,87480.0,,,,,,,2225934.0,,82464.0,,6.3,7.0,,,,,120051.0,,,
South Africa,2017-03-01,2017.0,27212.0,,82.5,,,,101206.0,,,,,,,2232979.0,,89666.0,,6.1,7.0,,,,,136310.0,,,
South Africa,2017-04-01,2017.0,-59492.0,,82.6,,,,91009.0,,,1.1,,,,2262794.0,,86069.0,,5.3,7.0,22276581.8,1266805.71,,1125688.32,63072.0,,28.0,
South Africa,2017-05-01,2017.0,-21206.0,,82.8,,,,102719.0,,,,,,,2284911.0,,95499.0,,5.4,7.0,,,,,77612.0,,,
South Africa,2017-06-01,2017.0,26134.0,,83.0,,,,102062.0,,,,,,,2309387.0,,91443.0,,5.1,7.0,,,,,131600.0,,,
South Africa,2017-07-01,2017.0,-96594.0,,83.1,,,,92703.0,,,1.35,,,,2335386.0,,83728.0,,4.6,6.75,22401996.28,1288602.92,,1132522.25,63376.0,,28.0,
South Africa,2017-08-01,2017.0,-13283.0,,83.2,,,,103199.0,,,,,,,2362962.0,,97375.0,,4.8,6.75,,,,,104847.0,,,
South Africa,2017-09-01,2017.0,-428.0,,83.6,,,,102150.0,,,,,,,2418958.0,,97732.0,,5.1,6.75,,,,,100942.0,,,
South Africa,2017-10-01,2017.0,-38848.0,,83.9,,,,104205.0,,,1.5,,,,2451407.0,,99781.0,,4.8,6.75,22051070.22,1314865.54,,1152377.58,76436.0,,27.0,
South Africa,2017-11-01,2017.0,-16516.0,,83.9,,,,116186.0,,,,,,,2470674.0,,103133.0,,4.6,6.75,,,,,82360.0,,,
South Africa,2017-12-01,2017.0,16455.0,,84.3,,,,104025.0,,,,,,,2467402.0,,88717.0,,4.7,6.75,,,,,157982.0,,,
South Africa,2018-01-01,2018.0,-49871.0,249757.86,84.7,46792.0,76119.0,,80855.0,,,1.44,,,,2520112.0,49378.0,107978.0,,4.4,6.75,22357924.51,3315661.695,57673000.0,2838625.98,74190.0,1216464.0,27.0,299685.71
South Africa,2018-02-01,2018.0,17057.0,,85.2,,,,90013.0,,,,,,,2480115.0,,90617.0,,4.0,6.75,,,,,131995.0,,,
South Africa,2018-03-01,2018.0,18330.0,,85.6,,,,98102.0,,,,,,,2489721.0,,88799.0,,3.8,6.5,,,,,133959.0,,,
South Africa,2018-04-01,2018.0,-63911.0,,86.1,,,,88455.0,,,0.87,,,,2531642.0,,87288.0,,4.5,6.5,22370305.47,1334114.43,,1135490.98,69259.0,,27.0,
South Africa,2018-05-01,2018.0,-16618.0,,86.4,,,,102880.0,,,,,,,2566796.0,,99036.0,,4.4,6.5,,,,,87291.0,,,
South Africa,2018-06-01,2018.0,28993.0,,86.6,,,,110031.0,,,,,,,2608637.0,,98146.0,,4.6,6.5,,,,,142457.0,,,
South Africa,2018-07-01,2018.0,-98029.0,,87.3,,,,106851.0,,,2.14,,,,2634855.0,,112146.0,,5.1,6.5,22589459.54,1365582.79,,1156801.77,76471.0,,28.0,
South Africa,2018-08-01,2018.0,-10405.0,,87.2,,,,116759.0,,,,,,,2681754.0,,107989.0,,4.9,6.5,,,,,116320.0,,,
South Africa,2018-09-01,2018.0,-1995.0,,87.7,,,,112792.0,,,,,,,2699799.0,,116618.0,,4.9,6.5,,,,,111189.0,,,
South Africa,2018-10-01,2018.0,-37930.0,,88.1,,,,121631.0,,,1.88,,,,2744460.0,,125917.0,,5.1,6.5,22667963.84,1395360.24,,1174022.04,78879.0,,27.0,
South Africa,2018-11-01,2018.0,-13966.0,,88.2,,,,118670.0,,,,,,,2753068.0,,115385.0,,5.2,6.75,,,,,87441.0,,,
South Africa,2018-12-01,2018.0,17725.0,,88.1,,,,102311.0,,,,,,,2763988.0,,85615.0,,4.5,6.75,,,,,160596.0,,,
South Africa,2019-01-01,2019.0,-64891.0,230151.28,88.0,47305.0,97208.0,,88639.0,,,0.365,,,,2746860.0,53911.0,101705.0,,4.0,6.75,22492221.54,3477792.835,58533000.0,2847166.5500000003,75792.0,1287690.0,28.0,310891.67
South Africa,2019-02-01,2019.0,20781.0,,88.7,,,,98078.0,,,,,,,2781134.0,,94211.0,,4.1,6.75,,,,,135061.0,,,
South Africa,2019-03-01,2019.0,-3327.0,,89.4,,,,105096.0,,,,,,,2789803.0,,100390.0,,4.5,6.75,,,,,134721.0,,,
South Africa,2019-04-01,2019.0,-73147.0,,89.9,,,,103640.0,,,0.94,,,,2835153.0,,107165.0,,4.4,6.75,22968010.76,1404657.51,,1146154.37,73561.0,,29.0,
South Africa,2019-05-01,2019.0,-15882.0,,90.2,,,,111785.0,,,,,,,2861928.0,,110089.0,,4.5,6.75,,,,,97483.0,,,
South Africa,2019-06-01,2019.0,37586.0,,90.5,,,,108174.0,,,,,,,2900118.0,,103754.0,,4.5,6.75,,,,,147177.0,,,
South Africa,2019-07-01,2019.0,-107881.0,,90.8,,,,112561.0,,,0.09,,,,2933744.0,,116286.0,,4.0,6.5,23108716.33,1429799.56,,1157786.24,74595.0,,29.0,
South Africa,2019-08-01,2019.0,-42808.0,,91.0,,,,119746.0,,,,,,,2995090.0,,115204.0,,4.3,6.5,,,,,118284.0,,,
South Africa,2019-09-01,2019.0,-4965.0,,91.3,,,,110261.0,,,,,,,3086738.0,,105728.0,,4.1,6.5,,,,,118306.0,,,
South Africa,2019-10-01,2019.0,-42739.0,,91.3,,,,122843.0,,,-0.42,,,,3128897.0,,120091.0,,3.7,6.5,23146402.46,1460370.36,,1169060.44,84115.0,,29.0,
South Africa,2019-11-01,2019.0,-34039.0,,91.4,,,,116330.0,,,,,,,3158850.0,,110686.0,,3.6,6.5,,,,,95928.0,,,
South Africa,2019-12-01,2019.0,-3460.0,,91.6,,,,103313.0,,,,,,,3155816.0,,88467.0,,4.0,6.5,,,,,160730.0,,,
South Africa,2020-01-01,2020.0,-50293.0,204324.85,91.8,51495.0,113700.0,,100890.0,,,-2.64,,,,3194883.0,58417.0,103611.0,,4.5,6.25,23452204.37,3488586.9,59353000.0,2710737.28,91008.0,1355766.0,30.0,304332.37
South Africa,2020-02-01,2020.0,-3633.0,,92.7,,,,109630.0,,,,,,,3239829.0,,95451.0,,4.6,6.25,,,,,144778.0,,,
South Africa,2020-03-01,2020.0,-2581.0,,93.1,,,,118076.0,,,,,,,3261343.0,,94138.0,,4.1,5.25,,,,,139465.0,,,
South Africa,2020-04-01,2020.0,-85315.0,,92.5,,,,51925.0,,,-16.42,,,,3340840.0,,87871.0,,3.0,4.25,18443066.78,1222428.18,,958002.57,61883.0,,23.0,
South Africa,2020-05-01,2020.0,-51703.0,,92.0,,,,105626.0,,,,,,,3390832.0,,85935.0,,2.1,3.75,,,,,67970.0,,,
South Africa,2020-06-01,2020.0,-25826.0,,92.4,,,,115425.0,,,,,,,3442402.0,,69693.0,,2.2,3.75,,,,,108178.0,,,
South Africa,2020-07-01,2020.0,-95400.0,,93.7,,,,122208.0,,,-5.6,,,,3611743.0,,85027.0,,3.2,3.5,21223752.88,1418376.77,,1092987.52,64026.0,,31.0,
South Africa,2020-08-01,2020.0,-100083.0,,93.8,,,,129928.0,,,,,,,3644522.0,,91228.0,,3.1,3.5,,,,,103081.0,,,
South Africa,2020-09-01,2020.0,-32516.0,,93.9,,,,135607.0,,,,,,,3713930.0,,102245.0,,3.0,3.5,,,,,107689.0,,,
South Africa,2020-10-01,2020.0,-62964.0,,94.3,,,,147842.0,,,-3.4,,,,3803573.0,,112898.0,,3.3,3.5,22256971.59,1507541.93,,1129344.19,83912.0,,33.0,
South Africa,2020-11-01,2020.0,-21911.0,,94.3,,,,137199.0,,,,,,,3826364.0,,101937.0,,3.2,3.5,,,,,98130.0,,,
South Africa,2020-12-01,2020.0,10985.0,,94.4,,,,127011.0,,,,,,,3833131.0,,93947.0,,3.1,3.5,,,,,180084.0,,,
South Africa,2021-01-01,2021.0,-110002.0,199810.35,94.8,50841.0,117221.0,,110113.0,,,1.38,,,,3897788.0,66074.0,97691.0,,3.2,3.5,22237262.29,3844078.4899999998,59965000.0,2804954.9899999998,84285.0,1249711.0,33.0,339277.03
South Africa,2021-02-01,2021.0,-16372.0,,95.4,,,,130516.0,,,,,,,3933075.0,,99292.0,,2.9,3.5,,,,,133241.0,,,
South Africa,2021-03-01,2021.0,21257.0,,96.0,,,,168088.0,,,,,,,3935619.0,,115516.0,,3.2,3.5,,,,,146977.0,,,
South Africa,2021-04-01,2021.0,-74457.0,,96.7,,,,161134.0,,,19.36,,,,3971835.0,,109878.0,,4.4,3.5,22767610.43,1584518.63,,1143481.13,85754.0,,34.0,
